"participant","item","register","attractor","verb","yes"
84,426,"informal","pl","sg",1
84,490,"informal","pl","sg",1
84,243,"informal","sg","pl",0
84,307,"informal","sg","pl",0
84,371,"informal","sg","pl",0
84,435,"informal","sg","pl",1
84,499,"informal","sg","pl",1
84,188,"informal","sg","sg",1
84,252,"informal","sg","sg",1
84,316,"informal","sg","sg",1
84,380,"informal","sg","sg",1
84,444,"informal","sg","sg",1
85,181,"formal","pl","pl",1
85,245,"formal","pl","pl",1
85,309,"formal","pl","pl",1
85,373,"formal","pl","pl",1
85,437,"formal","pl","pl",1
85,190,"formal","pl","sg",1
85,254,"formal","pl","sg",1
85,318,"formal","pl","sg",1
85,382,"formal","pl","sg",1
85,446,"formal","pl","sg",1
85,199,"formal","sg","pl",1
85,263,"formal","sg","pl",0
85,327,"formal","sg","pl",1
85,391,"formal","sg","pl",1
85,455,"formal","sg","pl",0
85,208,"formal","sg","sg",1
85,272,"formal","sg","sg",1
85,336,"formal","sg","sg",1
85,400,"formal","sg","sg",1
85,464,"formal","sg","sg",1
85,217,"informal","pl","pl",0
85,281,"informal","pl","pl",0
85,345,"informal","pl","pl",1
85,409,"informal","pl","pl",0
85,473,"informal","pl","pl",0
85,226,"informal","pl","sg",0
85,290,"informal","pl","sg",0
85,354,"informal","pl","sg",1
85,418,"informal","pl","sg",1
85,482,"informal","pl","sg",1
85,235,"informal","sg","pl",0
85,299,"informal","sg","pl",0
85,363,"informal","sg","pl",1
85,427,"informal","sg","pl",0
85,491,"informal","sg","pl",0
85,244,"informal","sg","sg",1
85,308,"informal","sg","sg",0
85,372,"informal","sg","sg",1
85,436,"informal","sg","sg",0
85,500,"informal","sg","sg",0
86,181,"formal","pl","pl",0
86,245,"formal","pl","pl",0
86,309,"formal","pl","pl",0
86,373,"formal","pl","pl",0
86,437,"formal","pl","pl",1
86,190,"formal","pl","sg",1
86,254,"formal","pl","sg",1
86,318,"formal","pl","sg",1
86,382,"formal","pl","sg",1
86,446,"formal","pl","sg",1
86,199,"formal","sg","pl",0
86,263,"formal","sg","pl",0
86,327,"formal","sg","pl",0
86,391,"formal","sg","pl",1
86,455,"formal","sg","pl",0
86,208,"formal","sg","sg",1
86,272,"formal","sg","sg",1
86,336,"formal","sg","sg",1
86,400,"formal","sg","sg",1
86,464,"formal","sg","sg",1
86,217,"informal","pl","pl",1
86,281,"informal","pl","pl",0
86,345,"informal","pl","pl",0
86,409,"informal","pl","pl",0
86,473,"informal","pl","pl",0
86,290,"informal","pl","sg",1
86,354,"informal","pl","sg",1
86,418,"informal","pl","sg",1
86,482,"informal","pl","sg",1
86,235,"informal","sg","pl",0
86,299,"informal","sg","pl",0
86,363,"informal","sg","pl",0
86,427,"informal","sg","pl",0
86,491,"informal","sg","pl",1
86,244,"informal","sg","sg",1
86,308,"informal","sg","sg",1
86,372,"informal","sg","sg",1
86,436,"informal","sg","sg",1
86,500,"informal","sg","sg",1
87,181,"formal","pl","pl",1
87,245,"formal","pl","pl",1
87,309,"formal","pl","pl",1
87,373,"formal","pl","pl",1
87,437,"formal","pl","pl",0
87,190,"formal","pl","sg",1
87,254,"formal","pl","sg",1
87,318,"formal","pl","sg",1
87,382,"formal","pl","sg",1
87,446,"formal","pl","sg",1
87,199,"formal","sg","pl",0
87,263,"formal","sg","pl",1
87,327,"formal","sg","pl",0
87,391,"formal","sg","pl",0
87,455,"formal","sg","pl",0
87,208,"formal","sg","sg",1
87,272,"formal","sg","sg",1
87,336,"formal","sg","sg",1
87,400,"formal","sg","sg",1
87,464,"formal","sg","sg",1
87,217,"informal","pl","pl",1
87,281,"informal","pl","pl",0
87,345,"informal","pl","pl",0
87,409,"informal","pl","pl",1
87,473,"informal","pl","pl",0
87,226,"informal","pl","sg",0
87,290,"informal","pl","sg",1
87,354,"informal","pl","sg",1
87,418,"informal","pl","sg",1
87,482,"informal","pl","sg",1
87,235,"informal","sg","pl",0
87,299,"informal","sg","pl",1
87,363,"informal","sg","pl",0
87,427,"informal","sg","pl",1
87,491,"informal","sg","pl",0
87,244,"informal","sg","sg",1
87,308,"informal","sg","sg",1
87,372,"informal","sg","sg",1
87,436,"informal","sg","sg",1
87,500,"informal","sg","sg",1
88,221,"formal","pl","pl",0
88,285,"formal","pl","pl",0
88,349,"formal","pl","pl",0
88,413,"formal","pl","pl",0
88,477,"formal","pl","pl",1
88,230,"formal","pl","sg",1
88,294,"formal","pl","sg",1
88,358,"formal","pl","sg",1
88,422,"formal","pl","sg",1
88,486,"formal","pl","sg",1
88,239,"formal","sg","pl",0
88,303,"formal","sg","pl",0
88,367,"formal","sg","pl",0
88,431,"formal","sg","pl",0
88,495,"formal","sg","pl",1
88,184,"formal","sg","sg",1
88,248,"formal","sg","sg",1
88,312,"formal","sg","sg",1
88,376,"formal","sg","sg",1
88,440,"formal","sg","sg",1
88,193,"informal","pl","pl",1
88,257,"informal","pl","pl",1
88,321,"informal","pl","pl",1
88,385,"informal","pl","pl",0
88,449,"informal","pl","pl",0
88,202,"informal","pl","sg",1
88,266,"informal","pl","sg",1
88,330,"informal","pl","sg",1
88,394,"informal","pl","sg",1
88,458,"informal","pl","sg",1
88,211,"informal","sg","pl",0
88,275,"informal","sg","pl",0
88,339,"informal","sg","pl",0
88,403,"informal","sg","pl",0
88,467,"informal","sg","pl",0
88,220,"informal","sg","sg",1
88,284,"informal","sg","sg",1
88,348,"informal","sg","sg",1
88,412,"informal","sg","sg",1
88,476,"informal","sg","sg",1
89,213,"formal","pl","pl",0
89,277,"formal","pl","pl",0
89,341,"formal","pl","pl",1
89,405,"formal","pl","pl",0
89,469,"formal","pl","pl",1
89,222,"formal","pl","sg",1
89,286,"formal","pl","sg",0
89,350,"formal","pl","sg",0
89,414,"formal","pl","sg",0
89,478,"formal","pl","sg",0
89,231,"formal","sg","pl",1
89,295,"formal","sg","pl",0
89,359,"formal","sg","pl",1
89,423,"formal","sg","pl",1
89,487,"formal","sg","pl",1
89,240,"formal","sg","sg",1
89,304,"formal","sg","sg",0
89,368,"formal","sg","sg",1
89,432,"formal","sg","sg",1
89,496,"formal","sg","sg",1
89,185,"informal","pl","pl",0
89,249,"informal","pl","pl",0
89,313,"informal","pl","pl",0
89,377,"informal","pl","pl",0
89,441,"informal","pl","pl",0
89,194,"informal","pl","sg",0
89,258,"informal","pl","sg",0
89,322,"informal","pl","sg",1
89,386,"informal","pl","sg",0
89,450,"informal","pl","sg",1
89,267,"informal","sg","pl",0
89,331,"informal","sg","pl",0
89,395,"informal","sg","pl",1
89,459,"informal","sg","pl",0
89,212,"informal","sg","sg",0
89,276,"informal","sg","sg",1
89,340,"informal","sg","sg",0
89,404,"informal","sg","sg",0
89,468,"informal","sg","sg",0
90,197,"formal","pl","pl",1
90,261,"formal","pl","pl",1
90,325,"formal","pl","pl",0
90,389,"formal","pl","pl",0
90,453,"formal","pl","pl",0
90,206,"formal","pl","sg",1
90,270,"formal","pl","sg",1
90,334,"formal","pl","sg",1
90,398,"formal","pl","sg",1
90,462,"formal","pl","sg",1
90,215,"formal","sg","pl",0
90,279,"formal","sg","pl",0
90,343,"formal","sg","pl",1
90,407,"formal","sg","pl",0
90,471,"formal","sg","pl",0
90,224,"formal","sg","sg",1
90,288,"formal","sg","sg",1
90,352,"formal","sg","sg",0
90,416,"formal","sg","sg",1
90,480,"formal","sg","sg",1
90,233,"informal","pl","pl",0
90,297,"informal","pl","pl",0
90,361,"informal","pl","pl",0
90,425,"informal","pl","pl",0
90,489,"informal","pl","pl",0
90,242,"informal","pl","sg",0
90,306,"informal","pl","sg",1
90,370,"informal","pl","sg",0
90,434,"informal","pl","sg",0
90,498,"informal","pl","sg",1
90,187,"informal","sg","pl",0
90,251,"informal","sg","pl",0
90,315,"informal","sg","pl",0
90,379,"informal","sg","pl",0
90,443,"informal","sg","pl",0
90,196,"informal","sg","sg",1
90,260,"informal","sg","sg",0
90,324,"informal","sg","sg",0
90,388,"informal","sg","sg",0
90,452,"informal","sg","sg",0
91,197,"formal","pl","pl",1
91,261,"formal","pl","pl",0
91,325,"formal","pl","pl",1
91,389,"formal","pl","pl",0
91,453,"formal","pl","pl",1
91,206,"formal","pl","sg",1
91,270,"formal","pl","sg",1
91,334,"formal","pl","sg",1
91,398,"formal","pl","sg",1
91,462,"formal","pl","sg",1
91,215,"formal","sg","pl",1
91,279,"formal","sg","pl",0
91,343,"formal","sg","pl",0
91,407,"formal","sg","pl",0
91,471,"formal","sg","pl",0
91,224,"formal","sg","sg",1
91,288,"formal","sg","sg",1
91,352,"formal","sg","sg",1
91,416,"formal","sg","sg",1
91,480,"formal","sg","sg",1
91,233,"informal","pl","pl",0
91,297,"informal","pl","pl",0
91,361,"informal","pl","pl",1
91,425,"informal","pl","pl",1
91,489,"informal","pl","pl",0
91,242,"informal","pl","sg",1
91,306,"informal","pl","sg",1
91,370,"informal","pl","sg",1
91,434,"informal","pl","sg",0
91,498,"informal","pl","sg",1
91,187,"informal","sg","pl",0
91,251,"informal","sg","pl",0
91,315,"informal","sg","pl",1
91,379,"informal","sg","pl",0
91,443,"informal","sg","pl",0
91,196,"informal","sg","sg",1
91,260,"informal","sg","sg",1
91,324,"informal","sg","sg",1
91,388,"informal","sg","sg",1
91,452,"informal","sg","sg",1
92,181,"formal","pl","pl",1
92,245,"formal","pl","pl",1
92,309,"formal","pl","pl",1
92,373,"formal","pl","pl",1
92,437,"formal","pl","pl",1
92,190,"formal","pl","sg",1
92,254,"formal","pl","sg",1
92,318,"formal","pl","sg",1
92,382,"formal","pl","sg",1
92,446,"formal","pl","sg",1
92,199,"formal","sg","pl",1
92,263,"formal","sg","pl",1
92,327,"formal","sg","pl",0
92,391,"formal","sg","pl",1
92,455,"formal","sg","pl",1
92,208,"formal","sg","sg",1
92,272,"formal","sg","sg",1
92,336,"formal","sg","sg",1
92,400,"formal","sg","sg",1
92,464,"formal","sg","sg",1
92,217,"informal","pl","pl",0
92,281,"informal","pl","pl",0
92,345,"informal","pl","pl",0
92,409,"informal","pl","pl",0
92,473,"informal","pl","pl",1
92,226,"informal","pl","sg",0
92,290,"informal","pl","sg",1
92,354,"informal","pl","sg",1
92,418,"informal","pl","sg",1
92,482,"informal","pl","sg",1
92,235,"informal","sg","pl",0
92,299,"informal","sg","pl",1
92,363,"informal","sg","pl",0
92,427,"informal","sg","pl",0
92,491,"informal","sg","pl",0
92,244,"informal","sg","sg",1
92,308,"informal","sg","sg",1
92,372,"informal","sg","sg",1
92,436,"informal","sg","sg",1
92,500,"informal","sg","sg",1
93,181,"formal","pl","pl",1
93,245,"formal","pl","pl",1
93,309,"formal","pl","pl",1
93,437,"formal","pl","pl",1
93,190,"formal","pl","sg",1
93,254,"formal","pl","sg",1
93,318,"formal","pl","sg",1
93,446,"formal","pl","sg",1
93,199,"formal","sg","pl",1
93,263,"formal","sg","pl",1
93,327,"formal","sg","pl",1
93,391,"formal","sg","pl",1
93,455,"formal","sg","pl",1
93,208,"formal","sg","sg",1
93,272,"formal","sg","sg",1
93,336,"formal","sg","sg",1
93,400,"formal","sg","sg",1
93,464,"formal","sg","sg",1
93,217,"informal","pl","pl",1
93,281,"informal","pl","pl",0
93,345,"informal","pl","pl",1
93,409,"informal","pl","pl",0
93,473,"informal","pl","pl",0
93,226,"informal","pl","sg",1
93,290,"informal","pl","sg",0
93,482,"informal","pl","sg",1
93,235,"informal","sg","pl",0
93,299,"informal","sg","pl",1
93,363,"informal","sg","pl",0
93,427,"informal","sg","pl",0
93,491,"informal","sg","pl",0
93,244,"informal","sg","sg",0
93,308,"informal","sg","sg",0
93,372,"informal","sg","sg",1
93,436,"informal","sg","sg",0
93,500,"informal","sg","sg",1
94,237,"formal","pl","pl",1
94,301,"formal","pl","pl",1
94,365,"formal","pl","pl",1
94,429,"formal","pl","pl",1
94,493,"formal","pl","pl",0
94,182,"formal","pl","sg",1
94,246,"formal","pl","sg",1
94,310,"formal","pl","sg",1
94,374,"formal","pl","sg",1
94,438,"formal","pl","sg",1
94,191,"formal","sg","pl",0
94,255,"formal","sg","pl",1
94,319,"formal","sg","pl",0
94,383,"formal","sg","pl",1
94,447,"formal","sg","pl",0
94,200,"formal","sg","sg",1
94,264,"formal","sg","sg",1
94,328,"formal","sg","sg",1
94,392,"formal","sg","sg",1
94,456,"formal","sg","sg",1
94,209,"informal","pl","pl",0
94,273,"informal","pl","pl",0
94,337,"informal","pl","pl",0
94,401,"informal","pl","pl",1
94,465,"informal","pl","pl",1
94,218,"informal","pl","sg",1
94,282,"informal","pl","sg",1
94,346,"informal","pl","sg",1
94,410,"informal","pl","sg",1
94,474,"informal","pl","sg",1
94,227,"informal","sg","pl",0
94,291,"informal","sg","pl",0
94,355,"informal","sg","pl",0
94,419,"informal","sg","pl",0
94,483,"informal","sg","pl",0
94,236,"informal","sg","sg",1
94,300,"informal","sg","sg",1
94,364,"informal","sg","sg",1
94,428,"informal","sg","sg",1
94,492,"informal","sg","sg",1
95,221,"formal","pl","pl",0
95,285,"formal","pl","pl",0
95,349,"formal","pl","pl",0
95,413,"formal","pl","pl",1
95,477,"formal","pl","pl",1
95,230,"formal","pl","sg",1
95,294,"formal","pl","sg",1
95,358,"formal","pl","sg",1
95,422,"formal","pl","sg",1
95,486,"formal","pl","sg",1
95,239,"formal","sg","pl",0
95,303,"formal","sg","pl",0
95,367,"formal","sg","pl",0
95,431,"formal","sg","pl",1
95,495,"formal","sg","pl",1
95,184,"formal","sg","sg",1
95,248,"formal","sg","sg",1
95,312,"formal","sg","sg",1
95,376,"formal","sg","sg",1
95,440,"formal","sg","sg",1
95,193,"informal","pl","pl",1
95,257,"informal","pl","pl",1
95,321,"informal","pl","pl",0
95,385,"informal","pl","pl",1
95,449,"informal","pl","pl",1
95,202,"informal","pl","sg",1
95,266,"informal","pl","sg",1
95,330,"informal","pl","sg",1
95,458,"informal","pl","sg",1
95,211,"informal","sg","pl",0
95,275,"informal","sg","pl",0
95,339,"informal","sg","pl",0
95,403,"informal","sg","pl",0
95,467,"informal","sg","pl",1
95,220,"informal","sg","sg",1
95,284,"informal","sg","sg",1
95,348,"informal","sg","sg",1
95,412,"informal","sg","sg",1
95,476,"informal","sg","sg",1
96,213,"formal","pl","pl",1
96,277,"formal","pl","pl",1
96,341,"formal","pl","pl",1
96,405,"formal","pl","pl",1
96,469,"formal","pl","pl",0
96,222,"formal","pl","sg",1
96,286,"formal","pl","sg",1
96,350,"formal","pl","sg",1
96,414,"formal","pl","sg",1
96,478,"formal","pl","sg",1
96,231,"formal","sg","pl",0
96,295,"formal","sg","pl",1
96,359,"formal","sg","pl",0
96,423,"formal","sg","pl",0
96,487,"formal","sg","pl",0
96,240,"formal","sg","sg",1
96,304,"formal","sg","sg",1
96,368,"formal","sg","sg",1
96,432,"formal","sg","sg",1
96,496,"formal","sg","sg",1
96,185,"informal","pl","pl",0
96,249,"informal","pl","pl",0
96,313,"informal","pl","pl",0
96,377,"informal","pl","pl",0
96,441,"informal","pl","pl",0
96,194,"informal","pl","sg",1
96,258,"informal","pl","sg",1
96,322,"informal","pl","sg",1
96,386,"informal","pl","sg",1
96,450,"informal","pl","sg",1
96,203,"informal","sg","pl",0
96,267,"informal","sg","pl",0
96,331,"informal","sg","pl",0
96,395,"informal","sg","pl",0
96,459,"informal","sg","pl",0
96,212,"informal","sg","sg",1
96,276,"informal","sg","sg",1
96,340,"informal","sg","sg",1
96,404,"informal","sg","sg",1
96,468,"informal","sg","sg",1
97,205,"formal","pl","pl",0
97,269,"formal","pl","pl",0
97,333,"formal","pl","pl",1
97,397,"formal","pl","pl",0
97,461,"formal","pl","pl",0
97,214,"formal","pl","sg",1
97,278,"formal","pl","sg",1
97,342,"formal","pl","sg",1
97,406,"formal","pl","sg",1
97,470,"formal","pl","sg",1
97,223,"formal","sg","pl",0
97,287,"formal","sg","pl",0
97,351,"formal","sg","pl",0
97,415,"formal","sg","pl",0
97,479,"formal","sg","pl",0
97,232,"formal","sg","sg",1
97,296,"formal","sg","sg",1
97,360,"formal","sg","sg",1
97,424,"formal","sg","sg",1
97,488,"formal","sg","sg",1
97,241,"informal","pl","pl",0
97,305,"informal","pl","pl",0
97,369,"informal","pl","pl",0
97,433,"informal","pl","pl",1
97,497,"informal","pl","pl",0
97,186,"informal","pl","sg",1
97,250,"informal","pl","sg",1
97,314,"informal","pl","sg",1
97,378,"informal","pl","sg",1
97,442,"informal","pl","sg",1
97,195,"informal","sg","pl",0
97,259,"informal","sg","pl",0
97,323,"informal","sg","pl",0
97,387,"informal","sg","pl",0
97,451,"informal","sg","pl",0
97,204,"informal","sg","sg",1
97,268,"informal","sg","sg",1
97,332,"informal","sg","sg",1
97,396,"informal","sg","sg",1
97,460,"informal","sg","sg",1
98,205,"formal","pl","pl",0
98,269,"formal","pl","pl",0
98,333,"formal","pl","pl",0
98,397,"formal","pl","pl",1
98,461,"formal","pl","pl",0
98,214,"formal","pl","sg",1
98,278,"formal","pl","sg",1
98,342,"formal","pl","sg",1
98,406,"formal","pl","sg",1
98,470,"formal","pl","sg",1
98,223,"formal","sg","pl",0
98,287,"formal","sg","pl",0
98,351,"formal","sg","pl",0
98,415,"formal","sg","pl",0
98,479,"formal","sg","pl",0
98,232,"formal","sg","sg",1
98,296,"formal","sg","sg",1
98,360,"formal","sg","sg",1
98,424,"formal","sg","sg",1
98,488,"formal","sg","sg",1
98,241,"informal","pl","pl",1
98,305,"informal","pl","pl",1
98,369,"informal","pl","pl",0
98,433,"informal","pl","pl",1
98,497,"informal","pl","pl",0
98,186,"informal","pl","sg",1
98,250,"informal","pl","sg",1
98,314,"informal","pl","sg",1
98,378,"informal","pl","sg",1
98,442,"informal","pl","sg",1
98,195,"informal","sg","pl",0
98,259,"informal","sg","pl",0
98,323,"informal","sg","pl",0
98,387,"informal","sg","pl",0
98,451,"informal","sg","pl",1
98,204,"informal","sg","sg",1
98,268,"informal","sg","sg",1
98,332,"informal","sg","sg",1
98,396,"informal","sg","sg",1
98,460,"informal","sg","sg",1
99,197,"formal","pl","pl",0
99,261,"formal","pl","pl",1
99,325,"formal","pl","pl",0
99,389,"formal","pl","pl",0
99,453,"formal","pl","pl",0
99,206,"formal","pl","sg",1
99,270,"formal","pl","sg",1
99,334,"formal","pl","sg",1
99,398,"formal","pl","sg",1
99,462,"formal","pl","sg",1
99,215,"formal","sg","pl",0
99,279,"formal","sg","pl",0
99,343,"formal","sg","pl",0
99,407,"formal","sg","pl",0
99,471,"formal","sg","pl",0
99,224,"formal","sg","sg",1
99,288,"formal","sg","sg",1
99,352,"formal","sg","sg",1
99,416,"formal","sg","sg",1
99,480,"formal","sg","sg",1
99,233,"informal","pl","pl",0
99,297,"informal","pl","pl",0
99,361,"informal","pl","pl",0
99,425,"informal","pl","pl",0
99,489,"informal","pl","pl",0
99,242,"informal","pl","sg",1
99,306,"informal","pl","sg",1
99,370,"informal","pl","sg",1
99,434,"informal","pl","sg",1
99,498,"informal","pl","sg",1
99,187,"informal","sg","pl",0
99,251,"informal","sg","pl",0
99,315,"informal","sg","pl",0
99,379,"informal","sg","pl",0
99,443,"informal","sg","pl",0
99,196,"informal","sg","sg",1
99,260,"informal","sg","sg",1
99,324,"informal","sg","sg",1
99,388,"informal","sg","sg",1
99,452,"informal","sg","sg",1
100,181,"formal","pl","pl",0
100,245,"formal","pl","pl",0
100,309,"formal","pl","pl",1
100,373,"formal","pl","pl",1
100,437,"formal","pl","pl",0
100,190,"formal","pl","sg",0
100,254,"formal","pl","sg",1
100,318,"formal","pl","sg",1
100,382,"formal","pl","sg",0
100,446,"formal","pl","sg",1
100,199,"formal","sg","pl",0
100,263,"formal","sg","pl",0
100,327,"formal","sg","pl",0
100,391,"formal","sg","pl",0
100,455,"formal","sg","pl",1
100,208,"formal","sg","sg",0
100,272,"formal","sg","sg",1
100,336,"formal","sg","sg",0
100,400,"formal","sg","sg",0
100,464,"formal","sg","sg",1
100,217,"informal","pl","pl",0
100,281,"informal","pl","pl",0
100,345,"informal","pl","pl",0
100,409,"informal","pl","pl",0
100,473,"informal","pl","pl",0
100,226,"informal","pl","sg",1
100,290,"informal","pl","sg",1
100,354,"informal","pl","sg",1
100,418,"informal","pl","sg",0
100,482,"informal","pl","sg",0
100,235,"informal","sg","pl",0
100,299,"informal","sg","pl",0
100,363,"informal","sg","pl",1
100,427,"informal","sg","pl",0
100,491,"informal","sg","pl",0
100,244,"informal","sg","sg",0
100,308,"informal","sg","sg",0
100,372,"informal","sg","sg",0
100,436,"informal","sg","sg",1
100,500,"informal","sg","sg",1
101,237,"formal","pl","pl",1
101,301,"formal","pl","pl",1
101,365,"formal","pl","pl",1
101,429,"formal","pl","pl",1
101,493,"formal","pl","pl",0
101,182,"formal","pl","sg",1
101,246,"formal","pl","sg",1
101,310,"formal","pl","sg",1
101,374,"formal","pl","sg",1
101,191,"formal","sg","pl",1
101,255,"formal","sg","pl",1
101,383,"formal","sg","pl",1
101,447,"formal","sg","pl",1
101,200,"formal","sg","sg",1
101,264,"formal","sg","sg",1
101,328,"formal","sg","sg",1
101,392,"formal","sg","sg",1
101,456,"formal","sg","sg",1
101,209,"informal","pl","pl",0
101,273,"informal","pl","pl",0
101,337,"informal","pl","pl",0
101,401,"informal","pl","pl",1
101,465,"informal","pl","pl",0
101,218,"informal","pl","sg",1
101,282,"informal","pl","sg",1
101,346,"informal","pl","sg",0
101,410,"informal","pl","sg",1
101,474,"informal","pl","sg",1
101,227,"informal","sg","pl",0
101,291,"informal","sg","pl",0
101,355,"informal","sg","pl",0
101,419,"informal","sg","pl",0
101,483,"informal","sg","pl",0
101,236,"informal","sg","sg",1
101,364,"informal","sg","sg",1
101,428,"informal","sg","sg",1
101,492,"informal","sg","sg",1
102,229,"formal","pl","pl",0
102,293,"formal","pl","pl",0
102,357,"formal","pl","pl",0
102,421,"formal","pl","pl",0
102,485,"formal","pl","pl",0
102,238,"formal","pl","sg",0
102,302,"formal","pl","sg",0
102,366,"formal","pl","sg",1
102,430,"formal","pl","sg",0
102,494,"formal","pl","sg",0
102,183,"formal","sg","pl",0
102,247,"formal","sg","pl",0
102,311,"formal","sg","pl",0
102,375,"formal","sg","pl",0
102,439,"formal","sg","pl",0
102,192,"formal","sg","sg",1
102,256,"formal","sg","sg",0
102,320,"formal","sg","sg",1
102,384,"formal","sg","sg",1
102,448,"formal","sg","sg",1
102,201,"informal","pl","pl",0
102,265,"informal","pl","pl",0
102,329,"informal","pl","pl",0
102,393,"informal","pl","pl",1
102,457,"informal","pl","pl",0
102,210,"informal","pl","sg",1
102,274,"informal","pl","sg",1
102,338,"informal","pl","sg",0
102,402,"informal","pl","sg",1
102,466,"informal","pl","sg",0
102,219,"informal","sg","pl",0
102,283,"informal","sg","pl",0
102,347,"informal","sg","pl",0
102,411,"informal","sg","pl",0
102,475,"informal","sg","pl",0
102,228,"informal","sg","sg",0
102,292,"informal","sg","sg",0
102,356,"informal","sg","sg",1
102,420,"informal","sg","sg",1
102,484,"informal","sg","sg",1
103,221,"formal","pl","pl",0
103,285,"formal","pl","pl",1
103,349,"formal","pl","pl",1
103,413,"formal","pl","pl",1
103,477,"formal","pl","pl",1
103,230,"formal","pl","sg",1
103,294,"formal","pl","sg",1
103,358,"formal","pl","sg",1
103,422,"formal","pl","sg",1
103,486,"formal","pl","sg",1
103,239,"formal","sg","pl",0
103,303,"formal","sg","pl",0
103,367,"formal","sg","pl",0
103,431,"formal","sg","pl",1
103,495,"formal","sg","pl",0
103,184,"formal","sg","sg",0
103,248,"formal","sg","sg",1
103,312,"formal","sg","sg",1
103,376,"formal","sg","sg",1
103,440,"formal","sg","sg",1
103,193,"informal","pl","pl",0
103,257,"informal","pl","pl",0
103,321,"informal","pl","pl",0
103,385,"informal","pl","pl",0
103,449,"informal","pl","pl",0
103,202,"informal","pl","sg",0
103,266,"informal","pl","sg",0
103,330,"informal","pl","sg",1
103,394,"informal","pl","sg",0
103,458,"informal","pl","sg",0
103,211,"informal","sg","pl",0
103,275,"informal","sg","pl",0
103,339,"informal","sg","pl",0
103,403,"informal","sg","pl",0
103,467,"informal","sg","pl",0
103,220,"informal","sg","sg",1
103,284,"informal","sg","sg",1
103,348,"informal","sg","sg",1
103,412,"informal","sg","sg",0
103,476,"informal","sg","sg",0
104,213,"formal","pl","pl",1
104,277,"formal","pl","pl",1
104,341,"formal","pl","pl",1
104,405,"formal","pl","pl",1
104,469,"formal","pl","pl",1
104,222,"formal","pl","sg",1
104,286,"formal","pl","sg",1
104,350,"formal","pl","sg",1
104,414,"formal","pl","sg",1
104,478,"formal","pl","sg",1
104,231,"formal","sg","pl",0
104,295,"formal","sg","pl",1
104,359,"formal","sg","pl",1
104,423,"formal","sg","pl",1
104,487,"formal","sg","pl",1
104,240,"formal","sg","sg",1
104,304,"formal","sg","sg",1
104,368,"formal","sg","sg",1
104,432,"formal","sg","sg",1
104,496,"formal","sg","sg",1
104,185,"informal","pl","pl",1
104,249,"informal","pl","pl",1
104,313,"informal","pl","pl",1
104,377,"informal","pl","pl",1
104,441,"informal","pl","pl",1
104,194,"informal","pl","sg",1
104,258,"informal","pl","sg",1
104,322,"informal","pl","sg",1
104,386,"informal","pl","sg",1
104,450,"informal","pl","sg",1
104,203,"informal","sg","pl",1
104,267,"informal","sg","pl",1
104,331,"informal","sg","pl",1
104,395,"informal","sg","pl",0
104,459,"informal","sg","pl",1
104,212,"informal","sg","sg",1
104,276,"informal","sg","sg",1
104,340,"informal","sg","sg",1
104,404,"informal","sg","sg",1
104,468,"informal","sg","sg",1
105,213,"formal","pl","pl",0
105,277,"formal","pl","pl",1
105,341,"formal","pl","pl",0
105,405,"formal","pl","pl",0
105,469,"formal","pl","pl",0
105,222,"formal","pl","sg",1
105,286,"formal","pl","sg",1
105,350,"formal","pl","sg",1
105,414,"formal","pl","sg",1
105,478,"formal","pl","sg",1
105,231,"formal","sg","pl",0
105,295,"formal","sg","pl",1
105,359,"formal","sg","pl",0
105,423,"formal","sg","pl",1
105,487,"formal","sg","pl",0
105,240,"formal","sg","sg",1
105,304,"formal","sg","sg",0
105,368,"formal","sg","sg",1
105,432,"formal","sg","sg",1
105,496,"formal","sg","sg",1
105,185,"informal","pl","pl",0
105,249,"informal","pl","pl",0
105,313,"informal","pl","pl",0
105,377,"informal","pl","pl",0
105,441,"informal","pl","pl",0
105,194,"informal","pl","sg",1
105,258,"informal","pl","sg",0
105,322,"informal","pl","sg",1
105,386,"informal","pl","sg",1
105,450,"informal","pl","sg",1
105,203,"informal","sg","pl",0
105,267,"informal","sg","pl",0
105,331,"informal","sg","pl",0
105,395,"informal","sg","pl",0
105,459,"informal","sg","pl",0
105,212,"informal","sg","sg",1
105,276,"informal","sg","sg",0
105,340,"informal","sg","sg",1
105,404,"informal","sg","sg",0
105,468,"informal","sg","sg",1
106,213,"formal","pl","pl",1
106,277,"formal","pl","pl",1
106,341,"formal","pl","pl",0
106,405,"formal","pl","pl",1
106,469,"formal","pl","pl",0
106,222,"formal","pl","sg",0
106,286,"formal","pl","sg",1
106,350,"formal","pl","sg",1
106,414,"formal","pl","sg",1
106,478,"formal","pl","sg",1
106,231,"formal","sg","pl",1
106,295,"formal","sg","pl",1
106,359,"formal","sg","pl",1
106,423,"formal","sg","pl",1
106,487,"formal","sg","pl",1
106,240,"formal","sg","sg",1
106,304,"formal","sg","sg",0
106,368,"formal","sg","sg",1
106,432,"formal","sg","sg",1
106,496,"formal","sg","sg",1
106,185,"informal","pl","pl",0
106,249,"informal","pl","pl",0
106,313,"informal","pl","pl",0
106,377,"informal","pl","pl",0
106,441,"informal","pl","pl",0
106,194,"informal","pl","sg",1
106,258,"informal","pl","sg",1
106,322,"informal","pl","sg",1
106,386,"informal","pl","sg",1
106,450,"informal","pl","sg",1
106,203,"informal","sg","pl",0
